id	gender	role	language_english	duration_in_days	publications	organic_tweets	follower_global	followees_global	follower_researcher	follower_researcher_phd	follower_researcher_prof	follower_researcher_male	follower_researcher_female	follower_researcher_male_phd	follower_researcher_male_prof	follower_researcher_female_phd	follower_researcher_female_prof	follower_reciprocal_researcher	follower_reciprocal_researcher_phd	follower_reciprocal_researcher_prof	follower_reciprocal_researcher_male	follower_reciprocal_researcher_female	follower_reciprocal_researcher_male_phd	follower_reciprocal_researcher_male_prof	follower_reciprocal_researcher_female_phd	follower_reciprocal_researcher_female_prof	633	NA	NA	1	2728	24	277	92876	1056	844	151	98	402	159	54	50	30	18	75	6	18	36	18	1	8	2	6
2006841	male	NA	1	2475	23	491	2599	1494	58	1	1	43	2	0	1	0	0	20	0	1	16	2	0	1	0	0
2011111	male	NA	1	2475	3	126	278	974	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0
2025101	male	professor	1	2475	28	198	886	746	103	18	12	45	12	4	9	2	0	72	13	7	35	11	3	6	2	0
2046291	male	phd	1	2475	3	1	38	13	3	1	0	2	0	1	0	0	0	2	1	0	1	0	1	0	0	0
2055361	male	NA	1	2475	2	141	816	1671	5	1	0	2	1	0	0	0	0	3	1	0	1	1	0	0	0	0
2057701	male	professor	1	2475	122	121	279	193	14	0	3	12	0	0	2	0	0	8	0	3	7	0	0	2	0	0
2061681	male	NA	1	2475	4	593	840	99	74	8	12	33	12	1	8	3	1	11	0	2	6	1	0	1	0	1
2138491	male	NA	1	2474	5	761	1164	1899	2	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
2189791	male	NA	1	2473	49	14	352	206	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2319611	male	NA	1	2472	1	227	4065	690	43	1	2	31	1	1	2	0	0	8	0	0	7	1	0	0	0	0
2331061	male	NA	1	2472	4	682	2895	2692	49	8	0	32	3	5	0	0	0	44	7	0	30	2	4	0	0	0
2335431	NA	professor	1	2472	11	79	2207	681	78	16	9	29	12	4	6	3	2	50	10	9	22	9	3	6	1	2
2383781	male	NA	1	2471	106	299	2822	1279	92	18	10	47	22	10	3	3	4	47	8	8	30	9	6	2	1	4
2384071	male	NA	1	2471	16	1339	1739364	1169	1323	133	105	729	142	61	59	18	12	37	0	3	32	2	0	3	0	0
2490401	NA	NA	1	2471	NA	47	370	119	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
